站点编号	站点	网页链接	站点数	联系方式站点类型	站点名称（logo）/账号名称（Facebook）	联系方式类型	手机	固话	邮箱	联系人	职位	公司名称（抓取）	地址（抓取）	标签（Facebook）	粉丝数（Facebook）	企业名称（工商）	统一码（工商）	法人姓名（工商）	一级行业分类（工商）	二级行业分类（工商）	注册地址-省（工商）	注册地址-市（工商）	注册地址-区（工商）	注册地址（工商）	注册资本（工商）	成立时间（工商）	备案官网（工商）	优先级
113	clottech.com	https://www.facebook.com/wesmart.smartclothing	1	Facebook	Wesmart	邮箱	""	""	support@wesmartclothing.com	""	""	""	""	服装（品牌）	514	""	""	""	""	""	""	""	""	""	""	""	""	12
203	ltnc-studio.com	https://ltnc-studio.com/blogs/%E6%96%B0%E9%97%BB/about-ltnc-studio	1	官方网站	LTNC STUDIO	邮箱	""	""	ltncstudio@foxmail.com	""	""	""	We are a visual design studio from Shenzhen, China. We design toys, PINS and some interesting things.；	产品/服务	545	""	""	""	""	""	""	""	""	""	""	""	""	14
17	www.lunaswish.com	""	1	工商匹配	""	邮箱	""	""	17520070200@163.com	""	""	""	""	""	""	广州露娜科技有限公司	91440101MA9UUDRW36	余鸿全	科学研究和技术服务业	专业技术服务业	广东省	广州市	荔湾区	广州市荔湾区西增路63号自编E8-5房(仅限办公)	50.0	2020-09-24	""	16
53	keaiart.com	https://keaiart.com/pages/about-us；https://www.facebook.com/KEAIART/	2	官方网站；Facebook	KEAIART；KEAIart	邮箱	""	""	support@keaiart.com	""	""	；KEAIART LIMITED	""	零售购物	161	基亚特有限公司	3030117	""	采矿业	有色金属矿采选业	""	""	""	""	""	2021-03-19	""	12
139	aroham.net	https://aroham.net/pages/contact-us	1	官方网站	Aroham	手机	86-13570709981	""	""	""	""	""	"""403 bay, Calf Creek, TX, United States, Texas""；Room 62, No. 418, Shatai South Road, Tianhe District, Guangzhou, China"	汽车	1092	""	""	""	""	""	""	""	""	""	""	""	""	6
41	yourphotosocks.com	https://yourphotosocks.com/pages/contact-us；	2	官方网站；Facebook	Yourphotosocks；	邮箱	""	""	support@yourphotosocks.com	""	""	""	244 MADISON AVENUE,；"244 MADISON AVENUE,SUITE 1666,NEW YORK NY 10016,US"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	12
215	bellababy-med.com	https://bellababy-med.com/pages/contact-us	1	官方网站	Bellababy	邮箱	""	""	marketing@bellababy-med.com	""	""	""	""	幼儿用品/儿童用品	"""1,375"""	""	""	""	""	""	""	""	""	""	""	""	""	14
129	thesunnyzone.com	https://thesunnyzone.com/pages/about-us	1	官方网站	Thesunnyzone	手机	14709339494	""	""	""	""	""	""	产品/服务	9081	""	""	""	""	""	""	""	""	""	""	""	""	6
151	tabhome.com	https://tabhome.com/pages/contact-us	1	官方网站	TAB	邮箱	""	""	sales@tabhome.com	""	""	""	""	电子产品公司	21	""	""	""	""	""	""	""	""	""	""	""	""	14
15	magicshine.com	https://magicshine.com/pages/magicshine-customer-survey	1	官方网站	Magicshine Store	邮箱	""	""	service@magicshine.com	""	""	""	美国俄勒冈州阿什兰 97520	户外与体育用品公司	6.3万	""	""	""	""	""	""	""	""	""	""	""	""	14
197	iulover.com	https://iulover.com/pages/contact-us	1	官方网站	IULOVER	邮箱	""	""	customer@iulover.com	""	""	""	""	服装（品牌）	4177	""	""	""	""	""	""	""	""	""	""	""	""	14
94	yecooboard.com	https://www.facebook.com/YecooBoard/；https://yecooboard.com/pages/about-orders	2	官方网站；Facebook	Yecoo Board；Yecoo Electric Skateboard	邮箱	""	""	yecoo@yecooboard.com	""	""	""	""	户外与体育用品公司	"""1,565"""	""	""	""	""	""	""	""	""	""	""	""	""	12
42	www.steeldives.com	https://www.facebook.com/steeldives/	1	Facebook	steeldives.com	邮箱	""	""	sales@steeldivs.com	""	""	""	""	零售购物	277	""	""	""	""	""	""	""	""	""	""	""	""	12
57	www.cuteeeshop.net	https://www.facebook.com/Cuteeeshopshop/	1	Facebook	Cuteeeshop	邮箱	""	""	info@cuteeeshop.com	""	""	""	""	玩具店	1.4 万	""	""	""	""	""	""	""	""	""	""	""	""	12
81	mymantiz.com	https://www.facebook.com/egpuBest/	1	Facebook	Mantiz Egpu	邮箱	""	""	support@mymantiz.com	""	""	""	""	电脑（品牌）	324	""	""	""	""	""	""	""	""	""	""	""	""	12
178	www.suprent-us.com	""	1	工商匹配	""	邮箱	""	""	marketing@8-oranges.com	""	""	""	""	""	""	八橙科技（广州）有限公司	91440106MA59DYL871	卢祥	科学研究和技术服务业	研究和试验发展	广东省	广州市	天河区	广州市天河区高唐路229号-(部位:802房)(仅限办公)	1000.0	2016-07-22	8-oranges.com	16
91	yicollection.com	https://www.facebook.com/YiCollectionJewelry/	1	Facebook	Yi Collection	邮箱	""	""	info@yicollection.com	""	""	""	""	珠宝/手表	499	""	""	""	""	""	""	""	""	""	""	""	""	12
5	extremerate.com	https://www.facebook.com/ExtremeRate/	1	Facebook	ExtremeRate.com	邮箱	""	""	sns@extremerate.com	""	""	""	""	电子游戏	2.3万	""	""	""	""	""	""	""	""	""	""	""	""	12
175	gmclimbing.com	https://gmclimbing.com/pages/about-gm-climbing	1	官方网站	GM CLIMBING	邮箱	""	""	service@gmclimbing.com	""	""	""	""	产品/服务	233	""	""	""	""	""	""	""	""	""	""	""	""	14
179	diamondart.uk	https://diamondart.uk/pages/about-us；https://www.facebook.com/DiamondArtUK	2	官方网站；Facebook	DiamondArt；Diamondart.uk	邮箱	""	""	support@diamondart.uk	""	""	""	""	零售购物	1594	""	""	""	""	""	""	""	""	""	""	""	""	12
89	tripowin.com	https://www.facebook.com/Tripowin/	1	Facebook	Tripowin	邮箱	""	""	info@tripowin.com	""	""	""	""	电子产品	"""2,367"""	""	""	""	""	""	""	""	""	""	""	""	""	12
130	www.gofortpower.com	https://www.facebook.com/goforpower/	1	Facebook	Gofort	邮箱	""	""	charles@gofortpower.com	""	""	""	"""937 Evergreen Rd, Strafford, MO, United States, Missouri"""	电子产品	199	""	""	""	""	""	""	""	""	""	""	""	""	12
214	www.maidesite.fr	https://www.facebook.com/maideistedesk/	1	Facebook	Maidesite	邮箱	""	""	anthony@maidesite.com	""	""	""	""	产品/服务	68	""	""	""	""	""	""	""	""	""	""	""	""	12
161	http://www.datadirectglobal.com	https://www.facebook.com/directgrobal/	1	Facebook	Datadirect Global Limited	手机	18217340100	""	""	""	""	""	""	科技与工程	19	""	""	""	""	""	""	""	""	""	""	""	""	4
183	edelweissday.com	https://edelweissday.com/pages/contact-us	1	官方网站	Edelweiss Day	邮箱	""	""	edelweissdolls@gmail.com	""	""	""	"""New Egypt, New Jersey"""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	14
215	bellababy-med.com	https://bellababy-med.com/pages/contact-us	1	官方网站	Bellababy	邮箱	""	""	service-us@bellababy-med.com	""	""	""	""	幼儿用品/儿童用品	"""1,375"""	""	""	""	""	""	""	""	""	""	""	""	""	14
87	mogusuit.com	https://mogusuit.com/pages/about-us；https://www.facebook.com/mogusuit/	2	官方网站；Facebook	MOGU SUIT；MOGU SUIT	手机	86-13588038735	""	""	""	""	；HangZhou MingKe E-Commerce Co., Ltd	China · 浙江 · 杭州滨江区西兴街道缤纷街599号钱塘星宇大厦1幢901-6；901-6 room bulding 1 qiantangxing yu plaza, 599 binfeng road xi xing street binjiang zone, hangzhou, Zhe Jiang, China	男装店	536	杭州铭科电子商务有限公司	91330108399937099F	吕国良	批发和零售业	零售业	浙江省	杭州市	滨江区	浙江省杭州市滨江区西兴街道缤纷街599号钱塘星宇大厦1幢901-6室	10.0	2014-06-05	""	4
170	vatidgroup.com	https://vatidgroup.com/pages/about-us；https://www.facebook.com/Vatidgroup	2	官方网站；Facebook	Vatid	邮箱	""	""	service@vatidgroup.com	""	""	""	"""Downtown Fullerton, CA, United States, California"""	户外与体育用品公司	40	""	""	""	""	""	""	""	""	""	""	""	""	12
99	odkhome.com	https://odkhome.com/pages/contact-us	1	官方网站	ODK Home	邮箱	""	""	support@odkfurniture.com	""	""	""	6/FMANULIFE  PLACE 348 KWUN TONG ROAD KL    Hong Kong (HK)    999077 CN；"Los Angeles, CA, United States, California"	家具	1.8万	""	""	""	""	""	""	""	""	""	""	""	""	14
134	eskute.de	https://www.facebook.com/eskutede；https://eskute.de	2	官方网站；Facebook	Eskute Germany；Eskute DE	邮箱	""	""	support@eskute.de	""	""	""	"""Kirschgarten 20, 55116 Mainz, Mainz, Germany"""	产品/服务	3796	""	""	""	""	""	""	""	""	""	""	""	""	12
44	addlonlighting.com	https://www.facebook.com/Addlonlight/	1	Facebook	addlon	邮箱	""	""	help@addlon-lighting.com	""	""	""	"""Ningbo Binlin Electronic Commerce Co., Ltd."""	灯具店	3.7万	""	""	""	""	""	""	""	""	""	""	""	""	12
225	liefdeart.nl	https://www.facebook.com/Liefdeart/；https://liefdeart.nl/pages/contact	2	官方网站；Facebook	Liefdeart.nl；Liefdeart	邮箱	""	""	info@liefdeart.nl	""	""	""	""	零售购物	630	""	""	""	""	""	""	""	""	""	""	""	""	12
92	www.iwistao.com	https://www.facebook.com/IWISTAO/?locale=zh_CN	1	Facebook	Iwistao HIFI AUDIO	手机	16692372095	""	""	""	""	""	""	电子产品	"""2,884"""	""	""	""	""	""	""	""	""	""	""	""	""	4
7	cigadesign.com	https://www.facebook.com/cigadesignofficial/	1	Facebook	CIGA Design	固话	""	86-075582795180	""	""	""	""	"""43F Building A, West Wing of Tanglang Plaza, Liuxian Avenue, Nanshan Distrct 518071 深圳市，广东省"""	珠宝/手表	1400	""	""	""	""	""	""	""	""	""	""	""	""	20
169	www.uinfootwear.sg	https://www.facebook.com/uinfootwearsingapore/?ref=pages_you_manage；https://www.uinfootwear.sg/pages/contact-us	2	官方网站；Facebook	UIN Footwear Singapore ；SG UIN Footwear	邮箱	""	""	info@uinfootwear.sg	""	""	Guangzhou Stylesea E-business Co.,Ltd；	；Room 1102, Block B 87 Huacheng Avenue, Tianhe District, Gaode Plaza, Tianhe Guangzhou, 510000 Guangdong, China (this is not a returning address)	品牌	1.8万	""	""	""	""	""	""	""	""	""	""	""	""	12
193	feblilac.store	https://www.facebook.com/feblilac/?locale=mk_MK	1	Facebook	Feblilac	手机	19726744534	""	""	""	""	""	""	家居装饰	52	""	""	""	""	""	""	""	""	""	""	""	""	4
92	www.iwistao.com	https://www.facebook.com/IWISTAO/?locale=zh_CN	1	Facebook	Iwistao HIFI AUDIO	邮箱	""	""	sales@iwistao.com	""	""	""	""	电子产品	"""2,884"""	""	""	""	""	""	""	""	""	""	""	""	""	12
123	www.ktvlights.com	""	1	工商匹配	""	邮箱	""	""	13357809927@163.com	""	""	""	""	""	""	南京迈席森文化传播有限公司	91320111339389860D	马进	文化、体育和娱乐业	文化艺术业	江苏省	南京市	浦口区	南京市浦口区江浦街道凤凰大街10号-1212	1000.0	2015-07-10	""	16
97	jumptasticplay.com	https://www.facebook.com/jumptastictrampolines/；https://jumptasticplay.com/pages/contact-us	2	官方网站；Facebook	jumptastic-trampolines.myshopify.com ；Jumptastic Trampolines	邮箱	""	""	jumptastictrampolines@gmail.com	""	""	""	"""1711 S. 47th Avenue, Suite 200"""	电子商务网站	35	""	""	""	""	""	""	""	""	""	""	""	""	12
49	www.lightingshopper.com	https://www.facebook.com/lightingshopper/	1	Facebook	Lighting Shopper	邮箱	""	""	service@lightingshopper.com	""	""	""	""	灯具店	431	""	""	""	""	""	""	""	""	""	""	""	""	12
184	starpony.com	https://starpony.com/pages/contacts-us	1	官方网站	Starpony	邮箱	""	""	starpony2022@starpony.com	""	""	""	""	戏/玩具	22	""	""	""	""	""	""	""	""	""	""	""	""	14
55	aolithium.com	https://www.facebook.com/profile.php?id=100093723606405；https://aolithium.com/pages/contact-us	2	官方网站；Facebook	Aolithium®-US；Aolithium	邮箱	""	""	support@aolithium.com	""	""	Aolithium Inc；	1401 21ST STREET SUITE RSACRAMENTO, CA 95811-5226；1401 21ST STREET SUITE R	太阳能服务	443	""	""	""	""	""	""	""	""	""	""	""	""	12
234	www.jverny.com	https://www.facebook.com/jvernyofficial?paipv=0&eav=AfZ9unmTY713P_0A81ZmgBGFgPdrPssMXqhU28dHR8SK28s4lJl0lhGW5DkTBdjibLM	1	Facebook	Jverny	邮箱	""	""	service@jverny.com	""	""	""	""	服装（品牌）	165	""	""	""	""	""	""	""	""	""	""	""	""	12
123	www.ktvlights.com	""	1	工商匹配	""	邮箱	""	""	13357809927@139.com	""	""	""	""	""	""	南京迈席森文化传播有限公司	91320111339389860D	马进	文化、体育和娱乐业	文化艺术业	江苏省	南京市	浦口区	南京市浦口区江浦街道凤凰大街10号-1212	1000.0	2015-07-10	""	16
108	tagry.store	https://www.facebook.com/target/	1	Facebook	Target	固话	""	8004400680	""	""	""	""	""	零售公司	2269万	""	""	""	""	""	""	""	""	""	""	""	""	20
22	ucanbemakeup.com	https://ucanbemakeup.com/pages/about-us	1	官方网站	UCANBE	邮箱	""	""	support@ucanbemakeup.com	""	""	""	Rm 1903,19/F Lee Garden One 33 Hysan Avenue Causeway Bay Hongkong；广东省广州市番禺区南村镇万博二路202号1栋1011	化妆品店	1.6万	""	""	""	""	""	""	""	""	""	""	""	""	14
89	tripowin.com	https://tripowin.com/	1	官方网站	Tripowin	邮箱	""	""	support@tripowin.com	""	""	""	""	电子产品	"""2,367"""	""	""	""	""	""	""	""	""	""	""	""	""	14
226	domiamia.com	https://domiamia.com/pages/about-domiamia；https://www.facebook.com/profile.php?id=100080984336657	2	官方网站；Facebook	Domiamia；Domiamia	邮箱	""	""	support@domiamia.com	""	""	""	""	婴幼儿童装店	419	""	""	""	""	""	""	""	""	""	""	""	""	12
123	www.ktvlights.com	""	1	工商匹配	""	手机	86-13357809927	""	""	""	""	""	""	""	""	南京迈席森文化传播有限公司	91320111339389860D	马进	文化、体育和娱乐业	文化艺术业	江苏省	南京市	浦口区	南京市浦口区江浦街道凤凰大街10号-1212	1000.0	2015-07-10	""	8
36	www.mrimin.com	https://www.facebook.com/MriminClub/	1	Facebook	Mrimin	手机	17733576321	""	""	""	""	""	中国浙江省义乌市北苑街道厚福社区9栋5单元303室	品牌	20	""	""	""	""	""	""	""	""	""	""	""	""	4
68	diamondpaintingpro.com	https://diamondpaintingpro.com/pages/contact-us	1	官方网站	Diamondpaintingpro	手机	86-18620384520	""	""	""	""	""	""	家居装饰	584	""	""	""	""	""	""	""	""	""	""	""	""	6
128	amourart.fr	https://amourart.fr/pages/contactez-nous；https://www.facebook.com/AmourartLovers/	2	官方网站；Facebook	Amourart；Amourart.fr	邮箱	""	""	service@amourart.fr	""	""	""	""	零售购物	1806	""	""	""	""	""	""	""	""	""	""	""	""	12
7	cigadesign.com	https://cigadesign.com/pages/event	1	官方网站	cigadesign.official	邮箱	""	""	sales@cigadesign.com	""	""	""	"""43F Building A, West Wing of Tanglang Plaza, Liuxian Avenue, Nanshan Distrct 518071 深圳市，广东省"""	珠宝/手表	1400	""	""	""	""	""	""	""	""	""	""	""	""	14
6	www.u7jewelry.com	https://www.facebook.com/u7jewelry/；https://www.u7jewelry.com/pages/about-us	2	官方网站；Facebook	U7 Jewelry；U7 Jewelry	邮箱	""	""	support@u7jewelry.com	""	""	""	广东省中山市人民中镇朗王狮岭路（乐言幼儿园对面）；(Across From Leyan Kindergarten) Langwang Shiling Road, Minzhong Town, Zhongshan City, Guangdong Province, 528441 China	珠宝/手表	28万	""	""	""	""	""	""	""	""	""	""	""	""	12
122	irepart.com	https://irepart.com/pages/contact；https://www.facebook.com/repartphoneparts	2	官方网站；Facebook	REPART	手机	86-19129352946	""	""	""	""	""	Shenzhen, China；	电子产品	896	""	""	""	""	""	""	""	""	""	""	""	""	4
18	iaohi.com	https://iaohi.com/pages/who-we-are	1	官方网站	AOHi	邮箱	""	""	sales@iaohi.com	""	""	""	香港湾仔告士打道160号OTB大厦25楼	电子产品	2.4万	""	""	""	""	""	""	""	""	""	""	""	""	14
76	levoite.com	https://www.facebook.com/levoitetools/；https://levoite.com/pages/contact-us	2	官方网站；Facebook	levoite；Levoite Woodworking Tools	邮箱	""	""	support@levoite.com	""	""	Pujiang Yueshun Trading Co., Ltd.；	""	零售购物	484	""	""	""	""	""	""	""	""	""	""	""	""	12
54	reinkstone.com	https://reinkstone.com/pages/contact-us	1	官方网站	Reinkstone	邮箱	""	""	lewis@reinkstone.com	""	""	""	"""502, BLDG F, Huafeng International Robot Industrial Park, Bao'an Dist., China · 广东 · 深圳"""	品牌	"""1,580"""	""	""	""	""	""	""	""	""	""	""	""	""	14
135	chicida.com	https://chicida.com/pages/contact-us；https://www.facebook.com/chicidashop/	2	官方网站；Facebook	Chicida	邮箱	""	""	services@chicida.com	""	""	""	""	服装（品牌）	2378	""	""	""	""	""	""	""	""	""	""	""	""	12
197	iulover.com	https://www.facebook.com/iulovershop/	1	Facebook	Iulovershop	邮箱	""	""	iulovershop@gmail.com	""	""	""	""	服装（品牌）	4177	""	""	""	""	""	""	""	""	""	""	""	""	12
171	moidoss.com	https://www.facebook.com/p/Moidoss-Fashion-100083167826619/?paipv=0&eav=AfYlV4t9Wrrs8MrTnIAcV3ztQEpSF8qN8XX9AxmGRfL6juMP-lHpCC-5GGEpR-yY_iM&_rdr	1	Facebook	Moidoss Fashion	手机	16316047819	""	""	""	""	""	""	男装店	239	""	""	""	""	""	""	""	""	""	""	""	""	4
158	yamasoro.co	https://yamasoro.co；https://www.facebook.com/YamasoroShopify	2	官方网站；Facebook	YAMASORO；Yamasoro	邮箱	""	""	contact@yamasoro.co	""	""	BEST CHAIR CHOICE INC；	228PARK AVES 45956 NEW YORK，NY，US 10003；	零售购物	104	""	""	""	""	""	""	""	""	""	""	""	""	12
2	nevstudio.com	""	1	工商匹配	""	手机	86-13242941123	""	""	""	朱	""	""	""	""	深圳市帝迩科技有限公司	91440300MA5DE04Q24	朱梅花	批发和零售业	批发业	广东省	深圳市	龙岗区	深圳市龙岗区吉华街道甘坑社区甘李二路9号金苹果创新园厂房A1701	100.0	2016-06-03	""	8
29	lindakale.com	https://www.facebook.com/LindaKaleCovers/；https://lindakale.com/pages/contact-information	2	官方网站；Facebook	LindaKale；LindaKale	邮箱	""	""	info@lindakale.com	""	""	""	中国北京市石景山区双元路1号院3号楼215室	百叶窗和窗帘商店	489	""	""	""	""	""	""	""	""	""	""	""	""	12
26	iqibla.com	https://iqibla.com/pages/about-us；https://www.facebook.com/iqiblaofficial/	2	官方网站；Facebook	Iqibla ；iQIBLA	邮箱	""	""	marketing@iqibla.com	""	""	""	深圳市南山区大石一路深圳国际创新谷三期8号楼A座19层	产品/服务	14万	""	""	""	""	""	""	""	""	""	""	""	""	12
120	www.acmejoy.nl	https://www.facebook.com/p/Acmejoy-studio-100065779230101/	1	Facebook	Acmejoy studio	邮箱	""	""	liz20210629jl@gmail.com	""	""	""	""	零售购物	41	""	""	""	""	""	""	""	""	""	""	""	""	12
74	lipower.com	https://lipower.com/pages/about-us	1	官方网站	LIPOWER	邮箱	""	""	service@lipower.com	""	""	""	4th Floor, No. 11, Tongfu Estate Industrial Zone, Dalang Street, Shenzhen, 518000, China；	户外装备店	937	""	""	""	""	""	""	""	""	""	""	""	""	14
107	www.statuegift.com	https://www.statuegift.com/pages/about-us；https://www.facebook.com/statuegift/	2	官方网站；Facebook	statuegift；Statuegift	邮箱	""	""	statuegift@outlook.com	""	""	""	""	零售购物	71	""	""	""	""	""	""	""	""	""	""	""	""	12
7	cigadesign.com	https://www.facebook.com/cigadesignofficial/；https://cigadesign.com/pages/event	2	官方网站；Facebook	cigadesign.official；CIGA Design	邮箱	""	""	info@cigadesign.com	""	""	""	"""43F Building A, West Wing of Tanglang Plaza, Liuxian Avenue, Nanshan Distrct 518071 深圳市，广东省"""	珠宝/手表	1400	""	""	""	""	""	""	""	""	""	""	""	""	12
104	www.prodentshop.com	https://www.facebook.com/prodentintraoralcamera/	1	Facebook	Prodent Intraoral Camera	邮箱	""	""	cs@prodentshop.com	""	""	""	""	产品/服务	71	""	""	""	""	""	""	""	""	""	""	""	""	12
2	nevstudio.com	""	1	工商匹配	""	手机	86-13590303500	""	""	""	""	""	""	""	""	深圳市帝迩科技有限公司	91440300MA5DE04Q24	朱梅花	批发和零售业	批发业	广东省	深圳市	龙岗区	深圳市龙岗区吉华街道甘坑社区甘李二路9号金苹果创新园厂房A1701	100.0	2016-06-03	""	8
33	www.jewelrypersonalizer.com	""	1	Facebook	""	邮箱	""	""	service@yafeini.com	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	12
168	yatonarcade.com	https://yatonarcade.com/policies/terms-of-service	1	官方网站	YATON ARCADE LTD	邮箱	""	""	davisyao1127@yahoo.com	""	""	""	""	电子游戏	1658	""	""	""	""	""	""	""	""	""	""	""	""	14
137	www.customodish.com	https://www.facebook.com/Customodish/	1	Facebook	Customodish	邮箱	""	""	hello@customodish.com	""	""	""	"""56 Hoi Yuen Rd, Kowloon, Hong Kong"""	礼品店	138	""	""	""	""	""	""	""	""	""	""	""	""	12
236	www.onpetslife.com	https://www.facebook.com/onpetslife	1	Facebook	On Pets Life	手机	15187230306	""	""	""	""	""	"""Sheridan, WY, United States, Wyoming"""	宠物用品	"""1,263"""	""	""	""	""	""	""	""	""	""	""	""	""	4
131	www.kitsureus.com	https://www.facebook.com/Kitsure.official/	1	Facebook	Kitsure	邮箱	""	""	support@kitsureus.com	""	""	""	""	产品/服务	494	""	""	""	""	""	""	""	""	""	""	""	""	12
233	chacshop.com	https://www.facebook.com/p/Chacshop-100084248606440/?paipv=0&eav=AfaQ0OCS5qCq4aInDB0x8PUIE0eBECR6PrnqcDbyVIvSg1kFzc-Xnm_Ua2ZsaiC5fy0&_rdr；https://chacshop.com/pages/contactez-nous	2	官方网站；Facebook	chacshop1；Chacshop	邮箱	""	""	service@chacshop.com	""	""	""	""	家居用品	844	""	""	""	""	""	""	""	""	""	""	""	""	12
41	yourphotosocks.com	https://yourphotosocks.com/pages/contact-us；	2	官方网站；Facebook	Yourphotosocks；	固话	""	02087590841	""	""	""	""	244 MADISON AVENUE,；"244 MADISON AVENUE,SUITE 1666,NEW YORK NY 10016,US"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	20
261	asia.cristianzerotre.com	https://www.facebook.com/cristianzerotreofficial/；https://asia.cristianzerotre.com	2	官方网站；Facebook	CRISTIANZEROTRE；Cristianzerotre	邮箱	""	""	online@cristianzerotre.com	""	""	""	"""<<not-applicable>>, Aversa, Italy"""	服装（品牌）	"""6,235"""	""	""	""	""	""	""	""	""	""	""	""	""	12
208	zdeerlab.com	https://zdeerlab.com/pages/contact-us	1	官方网站	Zdeer	邮箱	""	""	support@zdeerlab.com	""	""	""	""	品牌	35	""	""	""	""	""	""	""	""	""	""	""	""	14
160	ikstar.co.jp	https://www.facebook.com/IkstarJP/	1	Facebook	Ikstar アイケイスター	邮箱	""	""	service-jp@ikstar.net	""	""	""	""	家庭用品商店	6	""	""	""	""	""	""	""	""	""	""	""	""	12
